user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,clean_hashtags,clean_text,clean_tweets,label,classes
Faiyaz Sami,"Mountain House, CA",Father of my ❤s and business learner from Northern California,2021-02-15 20:37:00,0.0,131.0,2.0,False,2021-02-16 05:24:00,"I don't know how to react to this 
#COVID19
#vaccine #covidvaccine https://t.co/JaIrma27Ux","['COVID19', 'vaccine', 'covidvaccine']",Twitter for Android,False,"covid19, vaccine, covidvaccine",i dont know how to react to this covid19vaccine covidvaccine,i do not know how to react to this covid vaccine covidvaccine,opinion,1
Thabi weArrows,"Love Shack, No Man's Land","Tree Hugger, Loves Dogs and Shoes. Bookworm. Spare The Tree, Spoil The Dog. Gqom Is My Kinda Shandis. Child Of Christ. @goldenarrowsfc1 💚💛",2011-08-14 11:22:00,3792.0,1057.0,16566.0,True,2021-01-11 18:46:00,Abafana must get vaccinated first #CovidVaccine #LockdownSA https://t.co/aKgmIADkLL,"['CovidVaccine', 'LockdownSA']",Twitter for iPhone,False,"covidvaccine, lockdownsa",abafana must get vaccinated first covidvaccine lockdownsa,abafana must get vaccinated first covidvaccine lockdownsa,opinion,1
L. Marie Asad,"Chicago, IL","Community Engagement Professional.
NP Board Member. Patient Advocate. 2019 Chicago Defender
Woman of Excellence. M.A. Gerontology. 
ΔΣΘ 🔺",2015-09-30 12:07:00,2645.0,4588.0,68645.0,True,2021-01-24 15:18:00,"During December 14-23, 2020, after administration of a reported 1,893, 360 1st doses of #PfizerCovidVaccine @CDCgov… https://t.co/aLxqGMDpTE",['PfizerCovidVaccine'],Twitter for Android,False,pfizercovidvaccine,during december 1423 2020 after administration of a reported 1893 360 1st doses of pfizercovidvaccine,during december after administration of a reported st dos of pfizercovidvaccine,fact/announcement,0
Sonali Kinra,"London, England","GP, Interim Clinical Associate Primary care NHSE&I, GP Retention lead Notts ICS,RCGP council member. Optimist at heart, believer in people power. Personal Views",2017-09-30 06:09:00,3237.0,2288.0,25088.0,False,2021-03-20 15:05:00,"@gpdiarist @UoLmedicine @RCGPMersey Brilliant - thank you to the entire team 

#CovidVaccine #primarycare","['CovidVaccine', 'primarycare']",Twitter for iPhone,False,"covidvaccine, primarycare",brilliant thank you to the entire team covidvaccine primarycare,brilliant thank you to the entire team covidvaccine primarycare,opinion,1
Jacks-Creek,What was America,"""subversive radical"", ""leftist"", ""wanker""
Pizza Gate entrepreneur; drinking blood with Hillary
international hamster sex ring trafficker
#FBR #Resist",2020-12-20 23:13:00,49.0,201.0,755.0,True,2021-01-20 04:33:00,"Time to declare 'Project Wildfire'... will be tracking the COVID B117 variant strain:
#Resist #COVID19… https://t.co/Glo35ILsA8","['Resist', 'COVID19']",Twitter Web App,False,"resist, covid19",time to declare project wildfire will be tracking the covid b117 variant strainresist covid19,time to declare project wildfire will be tracking the covid b variant strain resist covid,fact/announcement,0
Sophie,,Government Communicator // Love Hoddesdon volunteer // Former Deputy Youth Mayor of Broxbourne // All views are my own.,2016-08-13 23:53:00,240.0,376.0,2753.0,False,2021-02-20 14:53:00,"I got my first dose of the #CovidVaccine today 🥳

When you are invited to have yours, please do go for it to help p… https://t.co/UIc78wAZnk",['CovidVaccine'],Twitter for iPhone,False,covidvaccine,i got my first dose of the covidvaccine today when you are invited to have yours please do go for it to help p,i got my first dose of the covidvaccine today when you are invited to have yours please do go for it to help p,opinion,1
AllSides,United States,Tired of media bias? Follow us for a more balanced news feed. Free yourself from filter bubbles. | Support Balanced News 👉🏼 https://t.co/sqS8Ajz0s0,2012-05-08 21:36:00,19293.0,496.0,7251.0,True,2021-04-12 10:00:00,#FromTheCenter: Women report more side effects from the COVID-19 vaccine than men. Health experts explain why. | An… https://t.co/uSjVUd7XBX,['FromTheCenter'],TweetDeck,False,fromthecenter,fromthecenter women report more side effects from the covid19 vaccine than men health experts explain why an,fromthecenter woman report more side effect from the covid vaccine than men health expert explain why an,fact/announcement,0
Robert Yarber,"Tromsø, Norway","Recovery First. Writer. Actor. Traveler.
🇺🇸✈️🌏🇲🇽🇩🇴🇨🇦🇩🇰🇳🇱🇳🇴🇵🇱🇬🇷🇭🇺🇱🇹🇮🇱🇵🇸🇨🇿🇩🇪🇸🇪🇵🇹🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇮🇪🇫🇷",2018-07-10 12:27:00,1287.0,4211.0,3896.0,False,2021-03-20 02:14:00,Way too many feels. 😅😳😅 #vaccinated #vaccination #Robventures #CovidVaccine #COVID19 https://t.co/0bkxiIyv1Q,"['vaccinated', 'vaccination', 'Robventures', 'CovidVaccine', 'COVID19']",Twitter for iPhone,False,"vaccinated, vaccination, robventures, covidvaccine, covid19",way too many feels vaccinated vaccination robventures covidvaccine covid19,way too many feel vaccinated vaccination robventures covidvaccine covid,opinion,1
"Son,Salt & Light Radio","Texas, USA","Texas Christian Radio & Teachings. Son (Know the Son, Jesus) Be the Salt & the Light to the World.",2011-03-29 00:01:00,2006.0,2008.0,2866.0,True,2021-01-22 20:13:00,"Way to #Unite us Chuck, where are you Joe? @POTUS @KamalaHarris Stop this and get them working on #COVIDRelief… https://t.co/JWCozS3TU2","['Unite', 'COVIDRelief']",Twitter for iPhone,False,"unite, covidrelief",way to unite us chuck where are you joe stop this and get them working on covidrelief,way to unite u chuck where are you joe stop this and get them working on covidrelief,opinion,1
Bill Tormey,Dublin,"Doctor, Commentator, Academic, Professor, Farmer, Editor-in-Chief Irish Journal of Medical Science",2011-01-13 17:07:00,3234.0,1404.0,93.0,True,2020-12-27 16:35:00,HSE 12 mins per vaccine! One observer for 15 mins after vaccination. Based on what? #covidvaccine,['covidvaccine'],Twitter for iPhone,False,covidvaccine,hse 12 mins per vaccine one observer for 15 mins after vaccination based on what covidvaccine,hse min per vaccine one observer for min after vaccination based on what covidvaccine,opinion,1
Dingbat Ronnie 💩🐀,"Ngunnawal Land, Australia",Child of the 50s. Old hippie at heart. Social justice. Community first. Needing a hand up is not a crime. Views my own ... No one else would be that silly.,2011-05-03 11:46:00,810.0,1768.0,7690.0,True,2021-04-09 00:38:00,"I don’t know who initiated the hashtag, but #ClotMorrison ought to be trending. The ultimate double entendre. #auspol #CovidVaccine","['ClotMorrison', 'auspol', 'CovidVaccine']",Twitter for iPhone,False,"clotmorrison, auspol, covidvaccine",i dont know who initiated the hashtag but clotmorrison ought to be trending the ultimate double entendre auspol covidvaccine,i do not know who initiated the hashtag but clotmorrison ought to be trending the ultimate double entendre auspol covidvaccine,opinion,1
DrGandalf,Nottingham,"Digital GP with the intellect & geeky style of a TimeLord & the magic, presence & beard of Gandalf. Tweets by Dr Gandhi. Nottingham Owner eGPlearning & S1 FBUG",2009-09-04 13:50:00,4732.0,3107.0,2177.0,True,2020-12-29 07:12:00,"Pfizer COVID 19 vaccination day 18.

It is going to be a busy day. Thank you NHS.

#covidvaccine #covidvac… https://t.co/uyiXpN5vXf","['covidvaccine', 'covidvac']",Twitter for Android,False,"covidvaccine, covidvac",pfizer covid 19 vaccination day 18it is going to be a busy day thank you nhscovidvaccine covidvac,pfizer covid vaccination day it is going to be a busy day thank you nh covidvaccine covidvac,opinion,1
Illinois Unidos,"Illinois, USA",We call for Action to implement strategies to stop the spread of COVID-19 and its devastating impact in Latinx communities #IllinoisUnidos,2020-07-08 03:21:00,214.0,255.0,174.0,True,2021-02-05 15:08:00,4️⃣ ways Employers can do their part in providing access to the #CovidVaccine. An Op-Ed by our very own @DraCoquiMD… https://t.co/qZ9J3JPtiY,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,4 ways employers can do their part in providing access to the covidvaccine an oped by our very own,way employer can do their part in providing access to the covidvaccine an op ed by our very own,fact/announcement,0
Aerglan Technology LLC,,,2020-12-14 21:27:00,211.0,4297.0,8367.0,False,2021-03-18 20:37:00,"Everything you need to know about getting a Covid-19 vaccination as the rollout extends across the U.S.
#vaccine… https://t.co/aPGH1Y4ZzB",['vaccine'],Twitter Web App,False,vaccine,everything you need to know about getting a covid19 vaccination as the rollout extends across the usvaccine,everything you need to know about getting a covid vaccination a the rollout extends across the you s vaccine,fact/announcement,0
Kuldeep Rathore,Dehradun,"Software consultant, writer, love cars, patriotic, Love Moto Gp WWE, #VR46",2012-08-26 10:26:00,63.0,330.0,916.0,True,2020-10-09 17:04:00,"Sad , hope other vaccine test give productive result #COVID19
#CovidVaccine
""India pauses trials of AstraZeneca's C… https://t.co/Yg4vAEPEUS","['COVID19', 'CovidVaccine']",Twitter for Android,False,"covid19, covidvaccine",sad hope other vaccine test give productive result covid19covidvaccineindia pauses trials of astrazenecas c,sad hope other vaccine test give productive result covid covidvaccine india pause trial of astrazeneca s c,opinion,1
Katharine Larsen,,chief counsel @reuters news • defending public interest journalism globally • #JournalismIsNotACrime • MSP/HAM/SJJ/GYD/EWR,2011-04-07 18:09:00,579.0,759.0,4513.0,True,2021-01-24 15:39:00,"And note #Faucci is advocating for masking even after getting the #vaccine. 

#CovidVaccine 
#WearAMaskSaveAlife https://t.co/0kFT51T8Dv","['Faucci', 'vaccine', 'CovidVaccine', 'WearAMaskSaveAlife']",Twitter for iPhone,False,"faucci, vaccine, covidvaccine, wearamasksavealife",and note faucci is advocating for masking even after getting the vaccine covidvaccine wearamasksavealife,and note faucci is advocating for masking even after getting the vaccine covidvaccine wearamasksavealife,fact/announcement,0
Rebecca Tyree,"Burlington, NC","I've found that the only thing to do when married to a smartypants is to sing River Deep, Mountain High as often as possible... That usually shuts him up :)",2010-11-18 02:52:00,38.0,104.0,61.0,True,2021-02-06 21:35:00,Can we fast track the vaccine to teachers who are scared ? @FLOTUS #CovidVaccine #CovidVaccine,"['CovidVaccine', 'CovidVaccine']",Twitter for iPhone,False,"covidvaccine, covidvaccine",can we fast track the vaccine to teachers who are scared covidvaccine covidvaccine,can we fast track the vaccine to teacher who are scared covidvaccine covidvaccine,opinion,1
TK,"California, USA","Politics by day & a wine connoisseur by night. Former Newsie, currently working for Capitol Hill. Chocolate keeps me sane.",2009-06-01 17:29:00,755.0,772.0,20943.0,True,2021-04-07 17:43:00,#lifeupdate I am officially #FullyVaccinated thank you J&amp;J! One and done! #CovidVaccine! https://t.co/fmIphjEw5L,"['lifeupdate', 'FullyVaccinated', 'CovidVaccine']",Twitter for iPhone,False,"lifeupdate, fullyvaccinated, covidvaccine",lifeupdate i am officially fullyvaccinated thank you jampj one and done covidvaccine,lifeupdate i am officially fullyvaccinated thank you j j one and done covidvaccine,opinion,1
💙😷Salem & Keizer Info🇺🇸💙,"Salem/Keizer, OR",Salem/Keizer/Willamette Valley. Pushing for our region to be more progressive/equitable. Sharing pertinent local & national info. *Not affiliated with any org.*,2019-07-30 23:15:00,77.0,233.0,4774.0,False,2021-02-22 19:23:00,VERY frustrating experience trying to schedule eligible family member for #COVIDVaccine in @multco this morning. Ha… https://t.co/AfG04h4dZc,['COVIDVaccine'],Twitter Web App,False,covidvaccine,very frustrating experience trying to schedule eligible family member for covidvaccine in this morning ha,very frustrating experience trying to schedule eligible family member for covidvaccine in this morning ha,opinion,1
CIDRAP RDSP,,CIDRAP's Resilient Drug Supply Project is an effort to define and address vulnerabilities to the public health resulting from drug shortages.,2020-05-11 20:00:00,326.0,455.0,137.0,False,2021-02-19 20:23:00,.@PfizerBioNTech is asking the @US_FDA to update its #COVIDVaccine EUA to say that the vaccine can be stored at com… https://t.co/ya4weXbcb2,['COVIDVaccine'],Twitter Web App,False,covidvaccine,is asking the to update its covidvaccine eua to say that the vaccine can be stored at com,is asking the to update it covidvaccine eua to say that the vaccine can be stored at com,fact/announcement,0
Texas Cheetah,,,2011-07-04 19:35:00,118.0,1036.0,10102.0,False,2021-02-21 19:43:00,"Anyone noticed https://t.co/tToSkBXnT3 

#COVIDVaccine #NWO #DigitalTransformation","['COVIDVaccine', 'NWO', 'DigitalTransformation']",Twitter for iPhone,False,"covidvaccine, nwo, digitaltransformation",anyone noticed covidvaccine nwo digitaltransformation,anyone noticed covidvaccine nwo digitaltransformation,fact/announcement,0
Mid Day,"Mumbai, India","All things #MadeinMumbai 
News | Entertainment | Sports and much more
Subscribe to #MiddayDigitalTabloid

https://t.co/CPq2qe1guK",2009-04-16 03:48:00,669869.0,137.0,2236.0,True,2021-03-19 03:30:00,"#MiddayNews |

#Mumbai: Fewer than 40,000 show up for #COVID19 vaccination for second day

#Coronavirus… https://t.co/Eza6k1v9LJ","['MiddayNews', 'Mumbai', 'COVID19', 'Coronavirus']",Hootsuite Inc.,False,"middaynews, mumbai, covid19, coronavirus",middaynews mumbai fewer than 40000 show up for covid19 vaccination for second daycoronavirus,middaynews mumbai fewer than show up for covid vaccination for second day coronavirus,fact/announcement,0
Oilfield Christian Fellowship,"Houston, Tx",The Oilfield Christian Fellowship (OCF) is dedicated to strengthening Christian Fellowship in the Oil&Gas industry while distributing God's Word to the world.,2012-10-17 02:43:00,1844.0,1815.0,1289.0,True,2021-01-30 21:32:00,"House Democrat diagnosed with COVID-19 after receiving both vaccine doses. #oilfield #OCF #CovidVaccine #COVID 
 https://t.co/rnjW5Kg73t","['oilfield', 'OCF', 'CovidVaccine', 'COVID']",Twitter Web App,False,"oilfield, ocf, covidvaccine, covid",house democrat diagnosed with covid19 after receiving both vaccine doses oilfield ocf covidvaccine covid,house democrat diagnosed with covid after receiving both vaccine dos oilfield ocf covidvaccine covid,fact/announcement,0
Luis Manuel,"Montebello, CA","🐕 & 🐈 groomer, stylist  and hygienist.
soprano, singer,  songwriter 🎵🎶 
Luismsoriasmile@outlook.com",2017-12-14 13:08:00,388.0,2012.0,287.0,False,2021-03-21 02:02:00,Yay!!!! My mother received her 2nd #CovidVaccine yesterday and she's feeling a little under the weather.  she's goo… https://t.co/3qiAksXkRU,['CovidVaccine'],Twitter for Android,False,covidvaccine,yay my mother received her 2nd covidvaccine yesterday and shes feeling a little under the weather shes goo,yay my mother received her nd covidvaccine yesterday and she is feeling a little under the weather she is goo,opinion,1
